,question,context,answer
,Identify the denominations with the lowest total transaction amount.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT denomination_type, transaction_amount from master_table order by transaction_amount ASC limit 1;"
,List the top 10 dates with the highest total ATM model counts.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT date, COUNT(DISTINCT atm_model_name) AS total_models FROM master_table GROUP BY date ORDER BY total_models DESC LIMIT 10;"
,How many transactions occurred in each month of the year?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT MONTH(date) AS month, COUNT(*) AS total_transactions FROM master_table GROUP BY month;"
,List the dates with more than 200 cash withdrawals.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT date FROM master_table WHERE transaction_type = 'withdrawals' GROUP BY date HAVING COUNT(*) > 200;
,List the dates with more than 300 cash deposits.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT date FROM master_table WHERE transaction_type = 'deposits' GROUP BY date HAVING COUNT(*) > 300;
,How many unique customers have made transactions?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT COUNT(DISTINCT customer_id) FROM transactions;
,List the top 5 dates with the highest total transaction amounts.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT date, SUM(transaction_amount) AS total_amount FROM master_table GROUP BY date ORDER BY total_amount DESC LIMIT 5;"
,How many transactions occurred in each month?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT MONTH(date) AS month, COUNT(*) AS total_transactions FROM transactions GROUP BY month;"
,Identify the dates with the highest number of withdrawals.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT date, COUNT(*) AS withdrawal_count FROM master_table WHERE transaction_type = 'withdrawals' GROUP BY date ORDER BY withdrawal_count DESC LIMIT 1;"
,"Calculate the total transactions per hour on a specific date and hour (e.g., 2024-03-10 at 14:00).","CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT COUNT(*) FROM master_table WHERE date = '2024-03-10 14:00:00';
,List the dates with more than 100 transactions.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT date FROM master_table GROUP BY date HAVING COUNT(*) > 100;
,"What is the total transaction amount on a specific date (e.g., 2023-04-05)?","CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT SUM(transaction_amount) AS total_amount FROM master_table WHERE date = '2023-04-05';
,How many transactions occurred in each hour of the day?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT HOUR(date) AS hour, COUNT(*) AS total_transactions FROM master_table GROUP BY hour;"
,What is the total number of transactions in the database?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT COUNT(*) FROM master_table;
,Identify the accounts with the highest total transaction amount.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT account_number, SUM(transaction_amount) AS total_amount FROM master_table GROUP BY account_number ORDER BY total_amount DESC LIMIT 1;"
,What is the average transaction amount for each year?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT YEAR(date) AS year, AVG(transaction_amount) AS average_amount FROM master_table GROUP BY year;"
,List the top 10 dates with the highest total ATM model counts.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT date, COUNT(DISTINCT atm_model_id) AS total_models FROM transactions GROUP BY date ORDER BY total_models DESC LIMIT 10;"
,Identify the denominations with the highest total transaction amount.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT denomination_type,transaction_amount from master_table order by transaction_amount DESC limit 1;"
,Identify the denominations with the lowest total transaction amount.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT denomination_type,transaction_amount from master_table order by transaction_amount ASC limit 1;"
,How many transactions occurred in each month of the year?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);","SELECT MONTH(date) AS month, COUNT(*) AS total_transactions FROM master_table GROUP BY month;"
,What is the total amount of cash deposited on 2023-12-30?,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT SUM(transaction_amount) FROM master_table WHERE date = '2023-12-30';
,"Calculate the total transactions per hour on a specific date and hour (e.g., 2023-12-30 at 14:00).","CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT COUNT(*) FROM master_table WHERE date = '2023-12-30 14:00:00';
,Identify the ATMs with only withdrawals and no deposits.,"CREATE TABLE master_table (master_id int, account_number int, transaction_id int, transaction_type VARCHAR, transaction_amount float, denomination_id int, denomination_type int, Total_amount float ,atm_model_name varchar, Date Date);",SELECT atm_model_name FROM master_table WHERE transaction_type = 'withdrawals' GROUP BY atm_model_name HAVING COUNT(DISTINCT transaction_type) = 1;
